SID,DeviceID,ObservationTimestp,LocalTimestp,AirTemperature,BarometricPressure,RelativeHumidity
2024-09-22T07:52:25Z_18zua9muwbb,18zua9muwbb,9/22/2024 7:52:25 ,22/09/2024 3:52,25.06,1014.5,45.82
2024-09-22T08:07:47Z_18zua9muwbb,18zua9muwbb,9/22/2024 8:07:47 ,22/09/2024 4:07,25.04,1014.55,46.57
2024-09-22T08:23:19Z_18zua9muwbb,18zua9muwbb,9/22/2024 8:23:19 ,22/09/2024 4:23,24.25,1014.52,48.84
2024-09-22T08:38:51Z_18zua9muwbb,18zua9muwbb,9/22/2024 8:38:51 ,22/09/2024 4:38,22.93,1014.43,52.99
2024-09-22T08:54:14Z_18zua9muwbb,18zua9muwbb,9/22/2024 8:54:14 ,22/09/2024 4:54,22.95,1014.56,53.12
2024-09-22T09:09:36Z_18zua9muwbb,18zua9muwbb,9/22/2024 9:09:36 ,22/09/2024 5:09,22.65,1014.56,53.91
2024-09-22T09:24:58Z_18zua9muwbb,18zua9muwbb,9/22/2024 9:24:58 ,22/09/2024 5:24,22.31,1014.82,54.84
2024-09-22T09:40:24Z_18zua9muwbb,18zua9muwbb,9/22/2024 9:40:24 ,22/09/2024 5:40,21.87,1015,56.84
2024-09-22T09:55:46Z_18zua9muwbb,18zua9muwbb,9/22/2024 9:55:46 ,22/09/2024 5:55,21.04,1015.17,57.69
2024-09-22T10:11:17Z_18zua9muwbb,18zua9muwbb,9/22/2024 10:11:17 ,22/09/2024 6:11,20.26,1015.38,60.52
2024-09-22T10:26:42Z_18zua9muwbb,18zua9muwbb,9/22/2024 10:26:42 ,22/09/2024 6:26,19.6,1015.52,64.09
2024-09-22T10:42:05Z_18zua9muwbb,18zua9muwbb,9/22/2024 10:42:05 ,22/09/2024 6:42,19.3,1015.56,65.6
2024-09-22T10:57:27Z_18zua9muwbb,18zua9muwbb,9/22/2024 10:57:27 ,22/09/2024 6:57,18.8,1015.6,67.54
2024-09-22T11:12:49Z_18zua9muwbb,18zua9muwbb,9/22/2024 11:12:49 ,22/09/2024 7:12,18.45,1015.72,69.83
2024-09-22T11:28:12Z_18zua9muwbb,18zua9muwbb,9/22/2024 11:28:12 ,22/09/2024 7:28,18.11,1015.9,72.86
2024-09-22T11:43:37Z_18zua9muwbb,18zua9muwbb,9/22/2024 11:43:37 ,22/09/2024 7:43,17.68,1016.12,76.25
2024-09-22T11:58:59Z_18zua9muwbb,18zua9muwbb,9/22/2024 11:58:59 ,22/09/2024 7:58,17.32,1016.3,79.4
2024-09-22T12:14:21Z_18zua9muwbb,18zua9muwbb,9/22/2024 12:14:21 ,22/09/2024 8:14,17.12,1016.22,82.2
2024-09-22T12:29:53Z_18zua9muwbb,18zua9muwbb,9/22/2024 12:29:53 ,22/09/2024 8:29,16.81,1016.39,85.52
2024-09-22T12:45:15Z_18zua9muwbb,18zua9muwbb,9/22/2024 12:45:15 ,22/09/2024 8:45,16.62,1016.38,88.73
2024-09-22T13:00:39Z_18zua9muwbb,18zua9muwbb,9/22/2024 1:00:39 ,22/09/2024 9:00,16.44,1016.27,90.38
2024-09-22T13:16:04Z_18zua9muwbb,18zua9muwbb,9/22/2024 1:16:04 ,22/09/2024 9:16,16.29,1016.26,92.14
2024-09-22T13:31:26Z_18zua9muwbb,18zua9muwbb,9/22/2024 1:31:26 ,22/09/2024 9:31,16.15,1016.28,94.07
2024-09-22T13:46:48Z_18zua9muwbb,18zua9muwbb,9/22/2024 1:46:48 ,22/09/2024 9:46,16.14,1015.99,94.68
2024-09-22T14:02:10Z_18zua9muwbb,18zua9muwbb,9/22/2024 2:02:10 ,22/09/2024 10:02,16.1,1015.81,95.03
2024-09-22T14:17:33Z_18zua9muwbb,18zua9muwbb,9/22/2024 2:17:33 ,22/09/2024 10:17,16.1,1015.73,94.85
2024-09-22T14:32:55Z_18zua9muwbb,18zua9muwbb,9/22/2024 2:32:55 ,22/09/2024 10:32,15.69,1015.8,98
2024-09-22T14:48:18Z_18zua9muwbb,18zua9muwbb,9/22/2024 2:48:18 ,22/09/2024 10:48,15.57,1015.77,99.92
2024-09-22T15:03:39Z_18zua9muwbb,18zua9muwbb,9/22/2024 3:03:39 ,22/09/2024 11:03,15.46,1015.61,100
2024-09-22T15:19:01Z_18zua9muwbb,18zua9muwbb,9/22/2024 3:19:01 ,22/09/2024 11:19,15.38,1015.6,100
2024-09-22T15:34:23Z_18zua9muwbb,18zua9muwbb,9/22/2024 3:34:23 ,22/09/2024 11:34,15.15,1015.59,100
2024-09-22T15:49:45Z_18zua9muwbb,18zua9muwbb,9/22/2024 3:49:45 ,22/09/2024 11:49,15.1,1015.66,100
2024-09-22T16:05:08Z_18zua9muwbb,18zua9muwbb,9/22/2024 4:05:08 ,23/09/2024 12:05,15,1015.55,100
2024-09-22T16:20:30Z_18zua9muwbb,18zua9muwbb,9/22/2024 4:20:30 ,23/09/2024 12:20,14.9,1015.63,100
2024-09-22T16:35:52Z_18zua9muwbb,18zua9muwbb,9/22/2024 4:35:52 ,23/09/2024 12:35,14.68,1015.55,100
2024-09-22T16:51:14Z_18zua9muwbb,18zua9muwbb,9/22/2024 4:51:14 ,23/09/2024 12:51,14.59,1015.45,100
2024-09-22T17:06:36Z_18zua9muwbb,18zua9muwbb,9/22/2024 5:06:36 ,23/09/2024 1:06,14.6,1015.55,100
2024-09-22T17:21:58Z_18zua9muwbb,18zua9muwbb,9/22/2024 5:21:58 ,23/09/2024 1:21,14.47,1015.45,100
2024-09-22T17:37:23Z_18zua9muwbb,18zua9muwbb,9/22/2024 5:37:23 ,23/09/2024 1:37,14.31,1015.4,100
2024-09-22T17:52:49Z_18zua9muwbb,18zua9muwbb,9/22/2024 5:52:49 ,23/09/2024 1:52,14.06,1015.43,100
2024-09-22T18:08:19Z_18zua9muwbb,18zua9muwbb,9/22/2024 6:08:19 ,23/09/2024 2:08,13.82,1015.38,100
2024-09-22T18:23:41Z_18zua9muwbb,18zua9muwbb,9/22/2024 6:23:41 ,23/09/2024 2:23,13.63,1015.15,100
2024-09-22T18:39:07Z_18zua9muwbb,18zua9muwbb,9/22/2024 6:39:07 ,23/09/2024 2:39,13.6,1015.13,100
2024-09-22T18:54:29Z_18zua9muwbb,18zua9muwbb,9/22/2024 6:54:29 ,23/09/2024 2:54,13.39,1015.31,100
2024-09-22T19:09:54Z_18zua9muwbb,18zua9muwbb,9/22/2024 7:09:54 ,23/09/2024 3:09,13.14,1015.19,100
2024-09-22T19:25:19Z_18zua9muwbb,18zua9muwbb,9/22/2024 7:25:19 ,23/09/2024 3:25,12.85,1015.18,100
2024-09-22T19:40:41Z_18zua9muwbb,18zua9muwbb,9/22/2024 7:40:41 ,23/09/2024 3:40,12.65,1015.02,100
2024-09-22T19:56:07Z_18zua9muwbb,18zua9muwbb,9/22/2024 7:56:07 ,23/09/2024 3:56,12.35,1015.04,100
2024-09-22T20:11:32Z_18zua9muwbb,18zua9muwbb,9/22/2024 8:11:32 ,23/09/2024 4:11,12.14,1015.08,100
2024-09-22T20:26:58Z_18zua9muwbb,18zua9muwbb,9/22/2024 8:26:58 ,23/09/2024 4:26,11.93,1015.18,100
2024-09-22T20:42:19Z_18zua9muwbb,18zua9muwbb,9/22/2024 8:42:19 ,23/09/2024 4:42,12.06,1015.1,100
2024-09-22T20:57:41Z_18zua9muwbb,18zua9muwbb,9/22/2024 8:57:41 ,23/09/2024 4:57,12.02,1015.19,100
2024-09-22T21:13:04Z_18zua9muwbb,18zua9muwbb,9/22/2024 9:13:04 ,23/09/2024 5:13,11.89,1015.21,100
2024-09-22T21:28:26Z_18zua9muwbb,18zua9muwbb,9/22/2024 9:28:26 ,23/09/2024 5:28,11.76,1015.29,100
2024-09-22T21:43:55Z_18zua9muwbb,18zua9muwbb,9/22/2024 9:43:55 ,23/09/2024 5:43,11.72,1015.38,100
2024-09-22T21:59:18Z_18zua9muwbb,18zua9muwbb,9/22/2024 9:59:18 ,23/09/2024 5:59,11.64,1015.28,100
2024-09-22T22:14:44Z_18zua9muwbb,18zua9muwbb,9/22/2024 10:14:44 ,23/09/2024 6:14,11.55,1015.35,100
2024-09-22T22:30:09Z_18zua9muwbb,18zua9muwbb,9/22/2024 10:30:09 ,23/09/2024 6:30,11.28,1015.48,100
2024-09-22T22:45:36Z_18zua9muwbb,18zua9muwbb,9/22/2024 10:45:36 ,23/09/2024 6:45,11.28,1015.43,100
2024-09-22T23:01:01Z_18zua9muwbb,18zua9muwbb,9/22/2024 11:01:01 ,23/09/2024 7:01,11.39,1015.55,100
2024-09-22T23:16:26Z_18zua9muwbb,18zua9muwbb,9/22/2024 11:16:26 ,23/09/2024 7:16,12.02,1015.56,100
2024-09-22T23:31:49Z_18zua9muwbb,18zua9muwbb,9/22/2024 11:31:49 ,23/09/2024 7:31,12.68,1015.65,100
2024-09-22T23:47:10Z_18zua9muwbb,18zua9muwbb,9/22/2024 11:47:10 ,23/09/2024 7:47,13.31,1015.92,100
2024-09-23T00:02:33Z_18zua9muwbb,18zua9muwbb,9/23/2024 12:02:33 ,23/09/2024 8:02,13.6,1015.93,99.3
2024-09-23T00:17:56Z_18zua9muwbb,18zua9muwbb,9/23/2024 12:17:56 ,23/09/2024 8:17,14.5,1015.93,95.1
2024-09-23T00:33:18Z_18zua9muwbb,18zua9muwbb,9/23/2024 12:33:18 ,23/09/2024 8:33,14.93,1015.84,88.97
2024-09-23T00:48:43Z_18zua9muwbb,18zua9muwbb,9/23/2024 12:48:43 ,23/09/2024 8:48,14.93,1015.83,87.81
2024-09-23T01:04:06Z_18zua9muwbb,18zua9muwbb,9/23/2024 1:04:06 ,23/09/2024 9:04,15.09,1015.86,86.69
2024-09-23T01:19:32Z_18zua9muwbb,18zua9muwbb,9/23/2024 1:19:32 ,23/09/2024 9:19,15.42,1015.74,84.17
2024-09-23T01:34:54Z_18zua9muwbb,18zua9muwbb,9/23/2024 1:34:54 ,23/09/2024 9:34,15.67,1015.54,82.01
2024-09-23T01:50:33Z_18zua9muwbb,18zua9muwbb,9/23/2024 1:50:33 ,23/09/2024 9:50,16.09,1015.56,79.45
2024-09-23T02:05:56Z_18zua9muwbb,18zua9muwbb,9/23/2024 2:05:56 ,23/09/2024 10:05,16.62,1015.33,77.55
2024-09-23T02:21:18Z_18zua9muwbb,18zua9muwbb,9/23/2024 2:21:18 ,23/09/2024 10:21,17.12,1015.27,73.48
2024-09-23T02:29:08Z_18zua9muwbb,18zua9muwbb,9/23/2024 2:29:08 ,23/09/2024 10:29,17.35,1015.2,70.83
2024-09-23T02:44:30Z_18zua9muwbb,18zua9muwbb,9/23/2024 2:44:30 ,23/09/2024 10:44,17.73,1015,70.5
2024-09-23T02:59:52Z_18zua9muwbb,18zua9muwbb,9/23/2024 2:59:52 ,23/09/2024 10:59,18.3,1014.92,69.71
2024-09-23T03:15:23Z_18zua9muwbb,18zua9muwbb,9/23/2024 3:15:23 ,23/09/2024 11:15,18.88,1014.71,64.15
2024-09-23T03:30:46Z_18zua9muwbb,18zua9muwbb,9/23/2024 3:30:46 ,23/09/2024 11:30,19.46,1014.57,62.59
2024-09-23T03:46:18Z_18zua9muwbb,18zua9muwbb,9/23/2024 3:46:18 ,23/09/2024 11:46,20.12,1014.21,58.2
2024-09-23T04:01:50Z_18zua9muwbb,18zua9muwbb,9/23/2024 4:01:50 ,23/09/2024 12:01,20.82,1014.11,57.21
2024-09-23T04:17:37Z_18zua9muwbb,18zua9muwbb,9/23/2024 4:17:37 ,23/09/2024 12:17,21.4,1013.99,52.66
2024-09-23T04:32:59Z_18zua9muwbb,18zua9muwbb,9/23/2024 4:32:59 ,23/09/2024 12:32,21.98,1013.8,53.29
2024-09-23T04:48:22Z_18zua9muwbb,18zua9muwbb,9/23/2024 4:48:22 ,23/09/2024 12:48,22.48,1013.62,51.68
2024-09-23T05:04:06Z_18zua9muwbb,18zua9muwbb,9/23/2024 5:04:06 ,23/09/2024 1:04,22.81,1013.6,51.06
2024-09-23T05:19:28Z_18zua9muwbb,18zua9muwbb,9/23/2024 5:19:28 ,23/09/2024 1:19,22.9,1013.62,53
2024-09-23T05:34:51Z_18zua9muwbb,18zua9muwbb,9/23/2024 5:34:51 ,23/09/2024 1:34,23.14,1013.39,55.37
2024-09-23T05:50:13Z_18zua9muwbb,18zua9muwbb,9/23/2024 5:50:13 ,23/09/2024 1:50,23.22,1013.27,53.11
2024-09-23T06:05:46Z_18zua9muwbb,18zua9muwbb,9/23/2024 6:05:46 ,23/09/2024 2:05,23.38,1013.37,53.16
2024-09-23T06:21:07Z_18zua9muwbb,18zua9muwbb,9/23/2024 6:21:07 ,23/09/2024 2:21,23.1,1013.4,54.86
2024-09-23T06:52:34Z_18zua9muwbb,18zua9muwbb,9/23/2024 6:52:34 ,23/09/2024 2:52,23.25,1013.16,51.03
2024-09-23T07:07:58Z_18zua9muwbb,18zua9muwbb,9/23/2024 7:07:58 ,23/09/2024 3:07,23.69,1013.31,48.76
2024-09-23T07:23:36Z_18zua9muwbb,18zua9muwbb,9/23/2024 7:23:36 ,23/09/2024 3:23,23.62,1013.34,48.97
2024-09-23T07:38:58Z_18zua9muwbb,18zua9muwbb,9/23/2024 7:38:58 ,23/09/2024 3:38,22.82,1013.48,55.57
2024-09-23T08:10:10Z_18zua9muwbb,18zua9muwbb,9/23/2024 8:10:10 ,23/09/2024 4:10,22.17,1013.63,57.62
2024-09-23T08:25:33Z_18zua9muwbb,18zua9muwbb,9/23/2024 8:25:33 ,23/09/2024 4:25,21.35,1013.65,59.26
2024-09-23T08:41:13Z_18zua9muwbb,18zua9muwbb,9/23/2024 8:41:13 ,23/09/2024 4:41,20.28,1013.69,64.6
2024-09-23T08:56:58Z_18zua9muwbb,18zua9muwbb,9/23/2024 8:56:58 ,23/09/2024 4:56,20.31,1013.68,65.59
2024-09-23T09:12:33Z_18zua9muwbb,18zua9muwbb,9/23/2024 9:12:33 ,23/09/2024 5:12,19.98,1013.84,66.33
2024-09-23T09:27:56Z_18zua9muwbb,18zua9muwbb,9/23/2024 9:27:56 ,23/09/2024 5:27,19.72,1013.86,67.48
2024-09-23T09:43:19Z_18zua9muwbb,18zua9muwbb,9/23/2024 9:43:19 ,23/09/2024 5:43,19.39,1013.82,67.51
2024-09-23T09:58:50Z_18zua9muwbb,18zua9muwbb,9/23/2024 9:58:50 ,23/09/2024 5:58,18.51,1014.05,71.55
2024-09-23T10:14:13Z_18zua9muwbb,18zua9muwbb,9/23/2024 10:14:13 ,23/09/2024 6:14,18.07,1014.34,74.14
2024-09-23T10:29:35Z_18zua9muwbb,18zua9muwbb,9/23/2024 10:29:35 ,23/09/2024 6:29,17.63,1014.46,76.44
2024-09-23T10:44:58Z_18zua9muwbb,18zua9muwbb,9/23/2024 10:44:58 ,23/09/2024 6:44,17.29,1014.61,78.19
2024-09-23T11:00:20Z_18zua9muwbb,18zua9muwbb,9/23/2024 11:00:20 ,23/09/2024 7:00,17.03,1014.7,79.88
2024-09-23T11:15:58Z_18zua9muwbb,18zua9muwbb,9/23/2024 11:15:58 ,23/09/2024 7:15,16.79,1014.96,81.95
2024-09-23T11:31:20Z_18zua9muwbb,18zua9muwbb,9/23/2024 11:31:20 ,23/09/2024 7:31,16.57,1015.05,82.98
2024-09-23T11:46:45Z_18zua9muwbb,18zua9muwbb,9/23/2024 11:46:45 ,23/09/2024 7:46,16.48,1015.37,84.11
2024-09-23T12:02:17Z_18zua9muwbb,18zua9muwbb,9/23/2024 12:02:17 ,23/09/2024 8:02,16.44,1015.42,85.58
2024-09-23T12:17:45Z_18zua9muwbb,18zua9muwbb,9/23/2024 12:17:45 ,23/09/2024 8:17,16.42,1015.47,86.59
2024-09-23T12:33:07Z_18zua9muwbb,18zua9muwbb,9/23/2024 12:33:07 ,23/09/2024 8:33,16.37,1015.56,86.45
2024-09-23T12:48:30Z_18zua9muwbb,18zua9muwbb,9/23/2024 12:48:30 ,23/09/2024 8:48,16.29,1015.63,85.53
2024-09-23T13:03:59Z_18zua9muwbb,18zua9muwbb,9/23/2024 1:03:59 ,23/09/2024 9:03,16.23,1015.59,84.57
2024-09-23T13:19:21Z_18zua9muwbb,18zua9muwbb,9/23/2024 1:19:21 ,23/09/2024 9:19,16.12,1015.63,84.38
2024-09-23T13:34:46Z_18zua9muwbb,18zua9muwbb,9/23/2024 1:34:46 ,23/09/2024 9:34,16.15,1015.77,84.01
2024-09-23T13:50:09Z_18zua9muwbb,18zua9muwbb,9/23/2024 1:50:09 ,23/09/2024 9:50,16.03,1015.86,85
2024-09-23T14:05:31Z_18zua9muwbb,18zua9muwbb,9/23/2024 2:05:31 ,23/09/2024 10:05,16.01,1015.86,86.04
2024-09-23T14:21:02Z_18zua9muwbb,18zua9muwbb,9/23/2024 2:21:02 ,23/09/2024 10:21,15.85,1015.74,87.39
2024-09-23T14:36:25Z_18zua9muwbb,18zua9muwbb,9/23/2024 2:36:25 ,23/09/2024 10:36,15.68,1015.8,86.62
2024-09-23T14:52:00Z_18zua9muwbb,18zua9muwbb,9/23/2024 2:52:00 ,23/09/2024 10:52,15.63,1015.94,83.24
2024-09-23T15:07:22Z_18zua9muwbb,18zua9muwbb,9/23/2024 3:07:22 ,23/09/2024 11:07,15.51,1015.74,80.37
2024-09-23T15:22:44Z_18zua9muwbb,18zua9muwbb,9/23/2024 3:22:44 ,23/09/2024 11:22,15.36,1015.8,80.35
2024-09-23T15:38:09Z_18zua9muwbb,18zua9muwbb,9/23/2024 3:38:09 ,23/09/2024 11:38,15.11,1015.83,81.05
2024-09-23T15:53:34Z_18zua9muwbb,18zua9muwbb,9/23/2024 3:53:34 ,23/09/2024 11:53,14.94,1016.12,81.54
2024-09-23T16:08:57Z_18zua9muwbb,18zua9muwbb,9/23/2024 4:08:57 ,24/09/2024 12:08,14.78,1015.78,82.24
2024-09-23T16:24:28Z_18zua9muwbb,18zua9muwbb,9/23/2024 4:24:28 ,24/09/2024 12:24,14.71,1015.88,82.43
2024-09-23T16:39:51Z_18zua9muwbb,18zua9muwbb,9/23/2024 4:39:51 ,24/09/2024 12:39,14.64,1015.69,82.94
2024-09-23T16:55:22Z_18zua9muwbb,18zua9muwbb,9/23/2024 4:55:22 ,24/09/2024 12:55,14.64,1015.45,84.32
2024-09-23T17:10:51Z_18zua9muwbb,18zua9muwbb,9/23/2024 5:10:51 ,24/09/2024 1:10,14.4,1015.32,85.17
2024-09-23T17:26:13Z_18zua9muwbb,18zua9muwbb,9/23/2024 5:26:13 ,24/09/2024 1:26,14.39,1015.48,87.38
2024-09-23T17:41:35Z_18zua9muwbb,18zua9muwbb,9/23/2024 5:41:35 ,24/09/2024 1:41,14.35,1015.66,88.35
2024-09-23T17:57:06Z_18zua9muwbb,18zua9muwbb,9/23/2024 5:57:06 ,24/09/2024 1:57,14.28,1015.91,87.87
2024-09-23T18:12:31Z_18zua9muwbb,18zua9muwbb,9/23/2024 6:12:31 ,24/09/2024 2:12,14.1,1015.98,87.58
2024-09-23T18:27:53Z_18zua9muwbb,18zua9muwbb,9/23/2024 6:27:53 ,24/09/2024 2:27,14.02,1015.71,87.43
2024-09-23T18:43:15Z_18zua9muwbb,18zua9muwbb,9/23/2024 6:43:15 ,24/09/2024 2:43,13.93,1015.66,87.18
2024-09-23T18:58:39Z_18zua9muwbb,18zua9muwbb,9/23/2024 6:58:39 ,24/09/2024 2:58,13.89,1015.78,87.89
2024-09-23T19:14:01Z_18zua9muwbb,18zua9muwbb,9/23/2024 7:14:01 ,24/09/2024 3:14,13.72,1015.98,88.65
2024-09-23T19:29:23Z_18zua9muwbb,18zua9muwbb,9/23/2024 7:29:23 ,24/09/2024 3:29,13.72,1016.04,88.89
2024-09-23T19:44:45Z_18zua9muwbb,18zua9muwbb,9/23/2024 7:44:45 ,24/09/2024 3:44,13.77,1016.06,88.46
2024-09-23T20:00:07Z_18zua9muwbb,18zua9muwbb,9/23/2024 8:00:07 ,24/09/2024 4:00,13.68,1016.27,89
2024-09-23T20:15:29Z_18zua9muwbb,18zua9muwbb,9/23/2024 8:15:29 ,24/09/2024 4:15,13.57,1016.47,88.62
2024-09-23T20:30:54Z_18zua9muwbb,18zua9muwbb,9/23/2024 8:30:54 ,24/09/2024 4:30,13.43,1016.73,89.35
2024-09-23T20:46:16Z_18zua9muwbb,18zua9muwbb,9/23/2024 8:46:16 ,24/09/2024 4:46,13.23,1017.07,90.22
2024-09-23T21:01:39Z_18zua9muwbb,18zua9muwbb,9/23/2024 9:01:39 ,24/09/2024 5:01,13.17,1017.23,90.94
2024-09-23T21:17:02Z_18zua9muwbb,18zua9muwbb,9/23/2024 9:17:02 ,24/09/2024 5:17,13.06,1017.44,91.06
2024-09-23T21:32:25Z_18zua9muwbb,18zua9muwbb,9/23/2024 9:32:25 ,24/09/2024 5:32,12.93,1017.55,92.27
2024-09-23T21:47:47Z_18zua9muwbb,18zua9muwbb,9/23/2024 9:47:47 ,24/09/2024 5:47,12.8,1017.8,94.02
2024-09-23T22:03:09Z_18zua9muwbb,18zua9muwbb,9/23/2024 10:03:09 ,24/09/2024 6:03,12.85,1017.97,94.87
2024-09-23T22:18:32Z_18zua9muwbb,18zua9muwbb,9/23/2024 10:18:32 ,24/09/2024 6:18,12.6,1018.09,97.14
2024-09-23T22:33:55Z_18zua9muwbb,18zua9muwbb,9/23/2024 10:33:55 ,24/09/2024 6:33,12.51,1018.35,100
2024-09-23T22:49:18Z_18zua9muwbb,18zua9muwbb,9/23/2024 10:49:18 ,24/09/2024 6:49,12.39,1018.31,100
2024-09-23T23:04:40Z_18zua9muwbb,18zua9muwbb,9/23/2024 11:04:40 ,24/09/2024 7:04,12.52,1018.23,100
2024-09-23T23:20:03Z_18zua9muwbb,18zua9muwbb,9/23/2024 11:20:03 ,24/09/2024 7:20,13.32,1018.12,100
2024-09-23T23:35:25Z_18zua9muwbb,18zua9muwbb,9/23/2024 11:35:25 ,24/09/2024 7:35,14.18,1018.08,92.48
2024-09-23T23:50:47Z_18zua9muwbb,18zua9muwbb,9/23/2024 11:50:47 ,24/09/2024 7:50,14.63,1018.03,85.89
2024-09-24T00:06:12Z_18zua9muwbb,18zua9muwbb,9/24/2024 12:06:12 ,24/09/2024 8:06,15.39,1017.98,82.66
2024-09-24T00:21:34Z_18zua9muwbb,18zua9muwbb,9/24/2024 12:21:34 ,24/09/2024 8:21,16.17,1018.1,77.28
2024-09-24T00:36:56Z_18zua9muwbb,18zua9muwbb,9/24/2024 12:36:56 ,24/09/2024 8:36,16.67,1018.07,72.43
2024-09-24T00:52:27Z_18zua9muwbb,18zua9muwbb,9/24/2024 12:52:27 ,24/09/2024 8:52,16.54,1018.21,72.82
2024-09-24T01:07:49Z_18zua9muwbb,18zua9muwbb,9/24/2024 1:07:49 ,24/09/2024 9:07,16.73,1018.19,70.73
2024-09-24T01:23:11Z_18zua9muwbb,18zua9muwbb,9/24/2024 1:23:11 ,24/09/2024 9:23,17.02,1018.44,67.63
2024-09-24T01:38:33Z_18zua9muwbb,18zua9muwbb,9/24/2024 1:38:33 ,24/09/2024 9:38,17.31,1018.53,66.04
2024-09-24T01:53:55Z_18zua9muwbb,18zua9muwbb,9/24/2024 1:53:55 ,24/09/2024 9:53,17.8,1018.39,65.99
2024-09-24T02:09:26Z_18zua9muwbb,18zua9muwbb,9/24/2024 2:09:26 ,24/09/2024 10:09,18.04,1018.26,63.19
2024-09-24T02:24:59Z_18zua9muwbb,18zua9muwbb,9/24/2024 2:24:59 ,24/09/2024 10:24,18.01,1018.22,63.71
2024-09-24T02:29:08Z_18zua9muwbb,18zua9muwbb,9/24/2024 2:29:08 ,24/09/2024 10:29,18.02,1018.2,63.86
2024-09-24T02:44:31Z_18zua9muwbb,18zua9muwbb,9/24/2024 2:44:31 ,24/09/2024 10:44,18.29,1017.88,61.78
2024-09-24T02:59:53Z_18zua9muwbb,18zua9muwbb,9/24/2024 2:59:53 ,24/09/2024 10:59,18.53,1017.68,62.51
2024-09-24T03:15:16Z_18zua9muwbb,18zua9muwbb,9/24/2024 3:15:16 ,24/09/2024 11:15,18.98,1017.46,60.5
2024-09-24T03:30:38Z_18zua9muwbb,18zua9muwbb,9/24/2024 3:30:38 ,24/09/2024 11:30,19.22,1017.43,61.52
2024-09-24T03:46:21Z_18zua9muwbb,18zua9muwbb,9/24/2024 3:46:21 ,24/09/2024 11:46,19.54,1017.4,59.47
2024-09-24T04:01:50Z_18zua9muwbb,18zua9muwbb,9/24/2024 4:01:50 ,24/09/2024 12:01,19.86,1017.39,59.6
2024-09-24T04:17:15Z_18zua9muwbb,18zua9muwbb,9/24/2024 4:17:15 ,24/09/2024 12:17,20.1,1017.27,57.71
2024-09-24T04:32:38Z_18zua9muwbb,18zua9muwbb,9/24/2024 4:32:38 ,24/09/2024 12:32,20.45,1017.17,54.13
2024-09-24T04:48:09Z_18zua9muwbb,18zua9muwbb,9/24/2024 4:48:09 ,24/09/2024 12:48,20.59,1016.88,52.28
2024-09-24T05:03:34Z_18zua9muwbb,18zua9muwbb,9/24/2024 5:03:34 ,24/09/2024 1:03,20.82,1016.73,52.72
2024-09-24T05:18:57Z_18zua9muwbb,18zua9muwbb,9/24/2024 5:18:57 ,24/09/2024 1:18,21.22,1016.47,49.17
2024-09-24T05:34:20Z_18zua9muwbb,18zua9muwbb,9/24/2024 5:34:20 ,24/09/2024 1:34,21.44,1016.34,49.63
2024-09-24T05:49:45Z_18zua9muwbb,18zua9muwbb,9/24/2024 5:49:45 ,24/09/2024 1:49,21.93,1016.16,48.7
2024-09-24T06:05:16Z_18zua9muwbb,18zua9muwbb,9/24/2024 6:05:16 ,24/09/2024 2:05,21.75,1016.32,48.31
2024-09-24T06:20:39Z_18zua9muwbb,18zua9muwbb,9/24/2024 6:20:39 ,24/09/2024 2:20,22.43,1016.51,45.09
2024-09-24T06:36:01Z_18zua9muwbb,18zua9muwbb,9/24/2024 6:36:01 ,24/09/2024 2:36,21.95,1016.26,45.84
2024-09-24T06:51:44Z_18zua9muwbb,18zua9muwbb,9/24/2024 6:51:44 ,24/09/2024 2:51,22.19,1016.19,44.63
2024-09-24T07:07:19Z_18zua9muwbb,18zua9muwbb,9/24/2024 7:07:19 ,24/09/2024 3:07,22.53,1016.28,41.9
2024-09-24T07:22:56Z_18zua9muwbb,18zua9muwbb,9/24/2024 7:22:56 ,24/09/2024 3:22,22.18,1016.23,46.35
2024-09-24T07:38:35Z_18zua9muwbb,18zua9muwbb,9/24/2024 7:38:35 ,24/09/2024 3:38,22.78,1016.27,41.74
2024-09-24T07:54:06Z_18zua9muwbb,18zua9muwbb,9/24/2024 7:54:06 ,24/09/2024 3:54,23.18,1016.34,42.4
2024-09-24T08:09:29Z_18zua9muwbb,18zua9muwbb,9/24/2024 8:09:29 ,24/09/2024 4:09,22.8,1016.46,44.99
2024-09-24T08:24:51Z_18zua9muwbb,18zua9muwbb,9/24/2024 8:24:51 ,24/09/2024 4:24,22.37,1016.46,43.78
2024-09-24T08:40:23Z_18zua9muwbb,18zua9muwbb,9/24/2024 8:40:23 ,24/09/2024 4:40,21.86,1016.71,51.05
2024-09-24T08:55:45Z_18zua9muwbb,18zua9muwbb,9/24/2024 8:55:45 ,24/09/2024 4:55,21.01,1016.93,54.85
2024-09-24T09:11:07Z_18zua9muwbb,18zua9muwbb,9/24/2024 9:11:07 ,24/09/2024 5:11,20.72,1017.15,55.39
2024-09-24T09:26:29Z_18zua9muwbb,18zua9muwbb,9/24/2024 9:26:29 ,24/09/2024 5:26,20.29,1017.55,55.89
2024-09-24T09:42:00Z_18zua9muwbb,18zua9muwbb,9/24/2024 9:42:00 ,24/09/2024 5:42,20.03,1017.67,56.23
2024-09-24T09:57:23Z_18zua9muwbb,18zua9muwbb,9/24/2024 9:57:23 ,24/09/2024 5:57,19.19,1017.98,57.38
